,words,count
1301,कोरिया,44
1302,श्रद्धाञ्जली,44
1303,फैलिने,44
1304,घडीमा,44
1305,उनीहरूको,44
1306,चेक,44
1307,स्थगन,44
1308,और,44
1309,राज्यको,44
1310,परिक्षणको,44
1311,भएकाको,44
1312,संयन्त्र,44
1313,शंकास्पद,44
1314,साथमा,43
1315,आतंक,43
1316,समीक्षा,43
1317,नेपालबहस,43
1318,एसियाली,43
1319,आन्दोलन,43
1320,जापान,43
1321,प्रारम्भिक,43
1322,संक्रामक,43
1323,स्वास्थ्यमा,43
1324,पसल,43
1325,सेवामा,43
1326,अवलम्बन,43
1327,परिवारलाई,43
1328,रोगले,43
1329,जनशक्ति,43
1330,राख्दै,43
1331,भइ,43
1332,पोखरामा,43
1333,समयमै,43
1334,व्यवस्थित,43
1335,कोहि,43
1336,समग्र,43
1337,बाँकेको,43
1338,रक्षामन्त्री,43
1339,तर्फबाट,43
1340,खर्चमा,43
1341,बङ्गलादेशमा,43
1342,बाल,43
1343,संसदीय,43
1344,धरानमा,43
1345,थेरापी,43
1346,इरानमा,43
1347,चिकित्सकको,43
1348,त्रासले,42
1349,पठाउन,42
1350,राज्यले,42
1351,ज्यु,42
1352,हुदा,42
1353,स्वीकृत,42
1354,दिनसम्म,42
1355,कोरोनामुक्त,42
1356,कामदार,42
1357,सर्वेक्षण,42
1358,बनाउनु,42
1359,मध्य,42
1360,अध्यादेश,42
1361,टिम,42
1362,फेसबुक,42
1363,जनप्रतिनिधि,42
1364,धर्म,42
1365,नव,42
1366,सैनिक,42
1367,तहले,42
1368,चितवनका,42
1369,जोखिमबाट,42
1370,सहयोगमा,41
1371,गुमाए,41
1372,संस्कृति,41
1373,नभई,41
1374,कर्मचारीलाई,41
1375,अर्थमन्त्री,41
1376,समुदायस्तरमा,41
1377,सहयोगी,41
1378,वायरस,41
1379,भित्रै,41
1380,जोखिमको,41
1381,उत्तरोत्तर,41
1382,वीर,41
1383,उनीहरू,41
1384,म्यानेजमेन्ट,41
1385,पास,41
1386,पर,41
1387,प्रहरीको,41
1388,कार्यविधि,40
1389,आमा,40
1390,दिनपछि,40
1391,चौथो,40
1392,प्रतिनिधि,40
1393,भएकोले,40
1394,चरम,40
1395,अक्सफोर्ड,40
1396,कांग्रेसको,40
1397,पत्र,40
1398,हल्ला,40
1399,अर्थतन्त्रलाई,40
1400,माया,40
1401,खद,40
1402,माथी,40
1403,सुचना,40
1404,इटाली,40
1405,कल्याण,40
1406,दिनदेखि,40
1407,डरलाग्दो,40
1408,आजसम्म,40
1409,लगानी,40
1410,विपद्,40
1411,विरामीको,40
1412,व्यवस्थापनका,40
1413,घन्टामा,40
1414,भएकाे,40
1415,पर्सा,40
1416,रेकर्ड,39
1417,राजदूत,39
1418,मेयर,39
1419,गर्नुभएको,39
1420,भ्रमण,39
1421,विरोध,39
1422,स्थानिय,39
1423,नभएर,39
1424,जनजीवन,39
1425,कता,39
1426,औषधिको,39
1427,बिक्री,39
1428,स्वरुप,39
1429,प्रचार,39
1430,डोज,39
1431,अपाङ्गता,39
1432,बसौ,39
1433,सुदूरपश्चिममा,39
1434,नगर,39
1435,परामर्श,39
1436,भइसकेका,39
1437,न्यूनीकरणका,39
1438,देशबाट,39
1439,बुद्ध,39
1440,लडाईंमा,39
1441,लागिएको,39
1442,हासिल,39
1443,टेकुस्थित,39
1444,देख्दा,39
1445,पठाइएको,39
1446,बिरामीले,39
1447,सेवाको,39
1448,ल्याब,39
1449,घरभित्रै,39
1450,आम्दानी,38
1451,गरिँदै,38
1452,धार्मिक,38
1453,साल,38
1454,खुशी,38
1455,युवकको,38
1456,मेरा,38
1457,विकसित,38
1458,गाउँपालिकाले,38
1459,ढुक्क,38
1460,रहेछन्,38
1461,श्रेष्ठले,38
1462,चाप,38
1463,तपाईंको,38
1464,मौद्रिक,38
1465,क्षेत्रलाई,38
1466,विशेषज्ञ,38
1467,बचाऔं,38
1468,मेसिन,38
1469,झापामा,38
1470,कान्तिपुर,38
1471,झापा,38
1472,झापाका,38
1473,अपनाउनु,38
1474,गरेकाे,38
1475,बिकास,38
1476,समाजमा,38
1477,धनगढी,38
1478,नक्सा,38
1479,युवतीमा,38
1480,ट्रायल,37
1481,फिल्म,37
1482,चलायमान,37
1483,विश्वभरि,37
1484,ओम्नी,37
1485,हिसाबले,37
1486,स्थितिमा,37
1487,थापा,37
1488,प्राथमिकतामा,37
1489,कार्यालयमा,37
1490,बढीमा,37
1491,भुक्तानी,37
1492,भ्रामक,37
1493,गाडी,37
1494,प्रतियोगिता,37
1495,हेल्थ,37
1496,मुद्दा,37
1497,कार्यमा,37
1498,मुख,37
1499,रोजगारीमा,37
1500,उता,37
1501,धेरैको,37
1502,नेपालीहरु,37
1503,यात्रु,37
1504,आलोचना,37
1505,विवाद,37
1506,प्रकाशन,37
1507,चपेटामा,37
1508,यि,37
1509,प्रा,37
1510,कुमार,37
1511,समाप्त,37
1512,सम्पादकीय,37
1513,कामको,37
1514,इटलीमा,37
1515,सुस्वास्थ्य,37
1516,बस,37
1517,पानीले,37
1518,उनीहरुको,37
1519,क्षेत्रीय,37
1520,चौधरी,37
1521,काठमाण्डौ,37
1522,सन्त्रास,37
1523,लिग,37
1524,वीरगञ्ज,37
1525,जनै,37
1526,माननीय,36
1527,मौका,36
1528,प्रक्षेपण,36
1529,पर्यटक,36
1530,खुल्ला,36
1531,नेतृत्वको,36
1532,सहयोगको,36
1533,अन्तराष्ट्रिय,36
1534,विश्वविद्यालयले,36
1535,हुदैन,36
1536,आईसीयू,36
1537,अप्रिल,36
1538,महानगरपालिकाले,36
1539,मंसिर,36
1540,आवागमन,36
1541,आक्रमण,36
1542,सङ्ख्यामा,36
1543,त्यसलाई,36
1544,कर्णालीमा,36
1545,कारवाही,36
1546,आयोजनामा,36
1547,दरमा,36
1548,गरेकी,36
1549,मर्नेको,36
1550,नहोस्,36
1551,दाजु,36
1552,भनेका,36
1553,लियो,36
1554,भिड,36
1555,आइसोलेशन,36
1556,एम्बुलेन्स,36
1557,दशै,36
1558,अबस्था,36
1559,ब्यबस्था,36
1560,अहिलेसम्मकै,36
1561,शंका,36
1562,विराटनगरको,36
1563,सक्रीय,36
1564,ब्यबस्थापन,36
1565,कतारमा,36
1566,बन्दाबन्दीको,36
1567,लम्ब्याउने,36
1568,सनसिटी,36
1569,क्षेत्रले,35
1570,रहेकाले,35
1571,बचाउने,35
1572,खोपले,35
1573,दिल्लीमा,35
1574,वायुसेवा,35
1575,सत्ता,35
1576,संक्रमणमा,35
1577,कार्यकारी,35
1578,क्वारेन्टिनमा,35
1579,वुहानबाट,35
1580,स्थायी,35
1581,खोकी,35
1582,धुने,35
1583,प्रमाण,35
1584,सुरक्षाको,35
1585,सङ्ग,35
1586,महत्व,35
1587,कम्युनिष्ट,35
1588,भोली,35
1589,सुनिश्चित,35
1590,बनाइएको,35
1591,भिडभाड,35
1592,परिवारको,35
1593,हिरो,35
1594,खारेज,35
1595,नगरपालिकाको,35
1596,एकातिर,35
1597,कोरोनालाई,35
1598,लागे,35
1599,प्रतिक्रिया,35
1600,बराबरको,35
1601,कर्मचारीमा,35
1602,प्राकृतिक,35
1603,सुर्खेत,35
1604,घरबाट,35
1605,नहुँदा,35
1606,जेष्ठ,35
1607,प्रयोगशालाले,35
1608,सृजना,35
1609,फ्रान्सबाट,35
1610,महिनापछि,34
1611,क्रमश,34
1612,विद्यालयमा,34
1613,थला,34
1614,घट्दै,34
1615,रेडियो,34
1616,ल्याइएको,34
1617,कस्ता,34
1618,आतंकित,34
1619,गृहमन्त्री,34
1620,पनी,34
1621,तालिम,34
1622,उडानमा,34
1623,केन्द्रले,34
1624,नेताहरु,34
1625,संस्थाले,34
1626,शेयर,34
1627,बागलुङमा,34
1628,नपाइने,34
1629,बिच,34
1630,राज्यमा,34
1631,बल्ल,34
1632,घट्यो,34
1633,सजिलै,34
1634,सजिलो,34
1635,महिलाले,34
1636,भी,34
1637,महामारीविरुद्ध,34
1638,चाडपर्व,34
1639,स्वस्थ्य,34
1640,भक्तपुरमा,34
1641,जोन,34
1642,दिनअघि,34
